fips,hpi2015,hpi2016,hpi2017,hpi2018,hpi2019,hpi2020,hpi2021,pop_2020,state,county,deaths,mortality_rate
1001,122.7475,124.78,126.845,128.36,132.64,136.1600000000001,145.1675,58902,Alabama,Autauga,5683,96.482292
1003,130.8039285714287,136.4128571428571,141.3639285714285,150.4346428571428,158.1917857142857,165.185,184.9446428571428,233219,Alabama,Baldwin,12446,53.36615
1005,124.5033333333334,126.1066666666667,128.6733333333333,131.3966666666666,134.9933333333333,138.0533333333333,148.2466666666667,24960,Alabama,Barbour,2035,81.530449
1007,121.2235714285714,123.9042857142857,126.8778571428571,130.9307142857143,136.8442857142857,142.0821428571429,153.99,22183,Alabama,Bibb,2687,121.12879
1009,121.1105882352941,123.6258823529412,127.3923529411765,133.39,139.2017647058823,144.7711764705882,159.77,59102,Alabama,Blount,3855,65.226219
1011,123.8166666666667,126.4733333333333,130.0066666666667,133.1344444444445,137.6022222222222,141.34,152.4344444444445,10296,Alabama,Bullock,3163,307.2067
1013,124.8233333333334,126.9511111111111,129.2577777777778,131.5988888888889,135.1888888888889,138.76,149.39,19031,Alabama,Butler,8091,425.14844
1015,123.9521052631579,126.5057894736842,130.378947368421,134.2021052631579,140.4942105263158,145.5505263157895,158.0426315789474,116239,Alabama,Calhoun,10868,93.497017
1017,126.366,130.862,136.804,142.872,149.568,154.666,168.956,34645,Alabama,Chambers,9840,284.02368
1019,125.1563636363637,127.1363636363636,129.9172727272727,135.9354545454546,141.0181818181818,146.1763636363636,161.8563636363637,24972,Alabama,Cherokee,2815,112.72625
1021,121.2507142857143,123.7442857142857,126.21,128.99,134.4442857142857,139.1285714285714,149.5692857142857,45051,Alabama,Chilton,4775,105.99099
1023,130.78,136.5,141.6,150.89,158.83,165.92,185.94,12619,Alabama,Choctaw,2902,229.97067
1025,128.474,131.882,133.832,137.798,143.015,148.112,160.992,22981,Alabama,Clarke,2961,128.84557
1027,122.9145454545455,125.5718181818182,129.58,133.7263636363636,140.0390909090909,145.2563636363636,158.0336363636364,14211,Alabama,Clay,2329,163.88713
1029,124.15,126.67,130.58,134.16,140.56,145.53,157.7,15063,Alabama,Cleburne,1371,91.017723
1031,127.1825,128.63625,130.779375,134.119375,137.38375,140.44625,151.258125,53547,Alabama,Coffee,2111,39.423309
1033,127.0933333333333,129.4211111111111,133.7222222222223,137.32,143.68,149.5488888888889,168.2766666666667,57299,Alabama,Colbert,5400,94.242485
1035,129.9673333333334,132.5946666666667,133.9606666666667,137.276,140.718,145.0626666666667,157.4986666666667,11553,Alabama,Conecuh,2246,194.40839
1037,120.466,122.964,126.792,131.914,137.588,142.756,156.438,10341,Alabama,Coosa,651,62.953293
1039,129.9614285714286,132.3557142857143,133.6364285714286,136.695,139.6814285714286,143.7785714285714,155.965,37507,Alabama,Covington,5106,136.13458
1041,123.8757142857143,125.8271428571429,128.3721428571428,130.6878571428572,134.3814285714286,137.7357142857143,147.9935714285714,13165,Alabama,Crenshaw,4377,332.47247
1043,121.8533333333334,125.2957142857143,129.5,134.3985714285714,140.4285714285714,146.5109523809524,161.5314285714286,88131,Alabama,Cullman,4765,54.067242
1045,127.3353333333334,128.2426666666667,130.5693333333333,134.3966666666667,137.6093333333334,140.1653333333334,150.6526666666667,49253,Alabama,Dale,7363,149.49344
1047,122.2,124.36,124.52,124.25,129.94,134,139.94,38174,Alabama,Dallas,5045,132.15802
1049,125.6325000000001,127.5208333333333,130.17,136.6941666666666,141.7491666666666,147.3,164.3950000000001,71648,Alabama,DeKalb,4877,68.068893
1051,122.5193333333334,124.594,127.482,130.094,134.2146666666667,137.8593333333334,148.498,87853,Alabama,Elmore,9726,110.70766
1053,131.182,135.036,137.634,143.24,148.108,153.5719999999999,169.218,36680,Alabama,Escambia,4629,126.19956
1055,124.9505882352942,126.8629411764706,129.62,135.8276470588235,140.8970588235294,146.0505882352941,161.9311764705883,103447,Alabama,Etowah,9532,92.143806
1057,128,133.91,135.98,139.8,146.08,151.62,163.29,16330,Alabama,Fayette,1855,113.59461
1059,127.575,131.8058333333333,134.9216666666667,138.6375,144.955,150.6491666666667,165.6275,32075,Alabama,Franklin,5474,170.66251
1061,128.6,129.875,131.8325,135.5825,138.665,141.635,152.7075,26696,Alabama,Geneva,1110,41.579262
1063,129.4622222222222,133.32,136.4666666666667,141.4144444444444,146.4466666666667,151.9733333333333,163.4688888888889,7702,Alabama,Greene,2980,386.91248
1065,124.0155555555556,126.6,127.5066666666667,128.5411111111111,134.0666666666667,138.4933333333333,145.8222222222222,14768,Alabama,Hale,5737,388.47507
1067,127.1255555555555,128.0844444444444,130.4288888888889,134.1744444444444,137.4155555555556,140.0088888888889,150.4744444444444,17175,Alabama,Henry,1088,63.347889
1069,127.65,128.48,130.78,134.73,137.9,140.4,150.92,107286,Alabama,Houston,5356,49.922638
1071,127.7213636363636,129.8440909090909,133.4790909090909,139.7068181818181,146.9540909090909,155.4072727272727,177.7554545454545,52545,Alabama,Jackson,2831,53.877628
1073,126.3534831460673,130.9702247191009,136.2019101123597,143.7777528089889,150.3002247191011,155.9543820224719,170.3949438202247,674675,Alabama,Jefferson,73355,108.72643
1075,128,133.91,135.98,139.8,146.08,151.62,163.29,13956,Alabama,Lamar,838,60.04586
1077,126.98,128.86,133.44,137.01,143.38,149.29,168.9,94025,Alabama,Lauderdale,6639,70.608879
1079,127.082,129.365,133.694,137.289,143.65,149.523,168.339,33089,Alabama,Lawrence,3694,111.63831
1081,126.92,131.91,138.3600000000001,145.05,151.82,156.95,171.77,174742,Alabama,Lee,13105,74.996277
1083,127.484705882353,129.4776470588236,133.8388235294118,138.3123529411764,145.2470588235294,152.3923529411765,173.58,104190,Alabama,Limestone,4791,45.983299
1085,122.565,124.64,126.07,126.99,131.74,135.44,143.425,10273,Alabama,Lowndes,5735,558.25952
1087,124.355,127.4164285714286,131.4557142857143,135.2014285714286,140.0685714285714,144.0478571428571,155.7885714285715,19473,Alabama,Macon,3649,187.38766
1089,130.066,133.544,137.1439999999999,143.7779999999999,152.6059999999999,162.9279999999999,187.3859999999999,390502,Alabama,Madison,15955,40.857666
1091,122.2,124.36,124.52,124.25,129.94,134,139.94,19266,Alabama,Marengo,4058,210.63013
1093,128,133.91,135.98,139.8,146.08,151.62,163.29,29166,Alabama,Marion,6068,208.05048
1095,125.114,127.3485,130.6715,136.8999999999999,142.896,149.5195,167.833,97696,Alabama,Marshall,8820,90.280052
1097,126.4317647058824,129.6476470588235,134.2623529411766,141.5335294117648,148.7682352941176,155.1529411764706,174.9464705882352,414353,Alabama,Mobile,60927,147.04129
1099,129.8211764705882,132.5247058823529,133.7135294117647,136.7611764705882,140.2782352941176,144.7188235294118,156.92,19704,Alabama,Monroe,1603,81.354042
1101,112.25,112.2466666666666,113.1733333333333,114.2500000000001,117.8399999999999,121.9933333333334,130.83,228322,Alabama,Montgomery,37490,164.19794
1103,124.5505882352941,126.8717647058824,131.2694117647059,135.8770588235294,142.3329411764706,148.6429411764706,166.9388235294118,123288,Alabama,Morgan,6275,50.897087
1105,121.592,124.084,125.13,125.958,131.702,136.226,143.778,8458,Alabama,Perry,992,117.28541
1107,129.58,134.2633333333333,137.3,142.3066666666666,147.7,153.3533333333334,165.37,18922,Alabama,Pickens,3010,159.0741
1109,122.93,124.92,127.62,129.73,133.54,136.88,146.91,32906,Alabama,Pike,2171,65.975807
1111,124.15,126.67,130.58,134.16,140.56,145.53,157.7,22092,Alabama,Randolph,3436,155.53142
1113,126.388,130.978,136.9280000000001,143.0073333333333,149.3826666666667,154.274,168.4553333333333,59259,Alabama,Russell,481,8.1169109
1117,122.1680769230769,125.3311538461538,129.7742307692308,136.3276923076923,142.6288461538461,148.1676923076923,162.7938461538462,223881,Alabama,Shelby,11738,52.429638
1115,121.4295238095238,123.4171428571428,126.9680952380952,133.2557142857143,139.1428571428571,144.3790476190476,159.6447619047619,91652,Alabama,St. Clair,6712,73.233536
1119,130.37,134.44,137.96,143.56,148.51,154.22,166.41,12196,Alabama,Sumter,4038,331.09216
1121,120.7361538461539,123.5207692307692,127.6584615384615,132.9030769230769,139.0753846153846,144.6653846153846,158.6092307692308,81428,Alabama,Talladega,6191,76.030357
1123,123.8242857142858,127.7364285714286,132.8428571428571,138.1192857142857,144.3671428571428,149.6921428571429,163.3678571428572,41286,Alabama,Tallapoosa,19340,468.43967
1125,128.976111111111,133.0236111111111,136.4213888888889,141.8905555555556,147.1305555555556,152.7702777777778,165.2027777777777,231534,Alabama,Tuscaloosa,23215,100.26605
1127,125.4295652173913,130.495652173913,133.2491304347826,137.6091304347827,143.8230434782608,149.4873913043478,161.97,65132,Alabama,Walker,15674,240.64977
1129,130.78,136.5,141.6,150.8899999999999,158.83,165.92,185.94,15327,Alabama,Washington,2909,189.79579
1131,122.82375,125.00125,125.368125,125.460625,130.85375,134.88875,141.50875,10432,Alabama,Wilcox,2684,257.28528
1133,125.5728571428571,130.715,133.4364285714286,137.75,143.9642857142857,149.6364285714285,162.0571428571428,23488,Alabama,Winston,2715,115.59094
2013,173.468,176.486,178.264,179.784,183.842,187.99,200.254,3425,Alaska,Aleutians East Borough,0,0
2016,169.2885714285714,172.5757142857143,175.12,176.82,180.83,185.3671428571429,198.3271428571429,5222,Alaska,Aleutians West Census Area,0,0
2020,183.22,185.61,185.6,186.6999999999999,190.8699999999999,194.11,204.75,290866,Alaska,Anchorage,7992,27.47657
2050,166.9666666666666,170.4033333333334,173.3733333333334,175.1733333333333,179.1566666666667,183.91,197.2566666666667,18673,Alaska,Bethel Census Area,364,19.493385
2068,148.89,152.51,158.49,162.87,164.08,169.75,182.8,1614,Alaska,Denali Borough,0,0
2070,172.7714285714285,175.8342857142857,177.74,179.29,183.34,187.5528571428571,199.9328571428571,4835,Alaska,Dillingham Census Area,38,7.8593588
2090,148.8899999999999,152.51,158.49,162.8699999999999,164.08,169.75,182.8,95328,Alaska,Fairbanks North Star Borough,2176,22.826452
2100,167.9,171.52,175.97,181.78,185.06,189.2,203.25,2086,Alaska,Haines Borough,0,0
2110,167.9,171.52,175.97,181.78,185.06,189.2,203.25,32202,Alaska,Juneau City and Borough,300,9.3161917
2122,163.716,167.362,170.928,172.868,176.814,181.87,195.7580000000001,58927,Alaska,Kenai Peninsula Borough,673,11.420911
2130,167.48,170.48,171.88,181,194.85,195.54,206.18,13918,Alaska,Ketchikan Gateway Borough,0,0
2150,162.3228571428571,166.0585714285714,169.88,171.88,175.81,180.9957142857143,195.1157142857143,13047,Alaska,Kodiak Island Borough,30,2.2993791
2170,158.84,162.8,167.26,169.41,173.3,178.81,193.51,107515,Alaska,Matanuska-Susitna Borough,795,7.3943172
2180,151.0221428571428,154.715,160.3692857142857,164.2714285714285,166.0557142857143,171.6914285714286,185.095,10028,Alaska,Nome Census Area,0,0
2185,148.89,152.51,158.49,162.87,164.08,169.75,182.8,11002,Alaska,North Slope Borough,48,4.362843
2188,148.89,152.51,158.49,162.87,164.08,169.75,182.8,7790,Alaska,Northwest Arctic Borough,0,0
2195,167.9,171.52,175.97,181.78,185.06,189.2,203.25,3405,Alaska,Petersburg Borough,0,0
2198,167.48,170.48,171.88,181,194.85,195.54,206.18,5739,Alaska,Prince of Wales-Hyder Census Area,64,11.151769
2220,167.9,171.52,175.97,181.78,185.06,189.2,203.25,8425,Alaska,Sitka City and Borough,0,0
2230,167.9,171.52,175.97,181.78,185.06,189.2,203.25,1240,Alaska,Skagway Municipality,0,0
2240,148.89,152.51,158.49,162.87,164.08,169.75,182.8,6820,Alaska,Southeast Fairbanks Census Area,119,17.448681
2275,167.48,170.48,171.88,181,194.85,195.54,206.18,2127,Alaska,Wrangell City and Borough,0,0
2290,152.7096774193548,156.3051612903227,161.6535483870967,165.4622580645161,167.2954838709677,172.7829032258065,185.9435483870969,5296,Alaska,Yukon-Koyukuk Census Area,314,59.290031
4001,135.6666666666667,143.1566666666667,152.9608333333333,163.9816666666667,174.705,188.0508333333334,225.765,65911,Arizona,Apache,32439,492.16367
4003,125.57,127.54,134.1399999999999,141.21,152.46,160.08,185.23,125522,Arizona,Cochise,12646,100.74728
4005,160.1127586206896,169.9058620689655,182.2658620689656,194.481724137931,204.8748275862068,215.4668965517242,252.8217241379311,145180,Arizona,Coconino,31510,217.04091
4007,136.6866666666667,143.0083333333333,153,163.195,175.8466666666667,186.4066666666667,218.225,53351,Arizona,Gila,11344,212.62956
4009,136.1427272727273,141.2672727272727,150.5763636363637,159.8372727272728,171.7327272727273,181.5254545454546,211.1663636363636,38638,Arizona,Graham,4589,118.76909
4011,136.19,142.0875,151.6625,161.5125,173.18,184.0975,216.11,9526,Arizona,Greenlee,410,43.0401
4012,142.28,152.66,164.26,176.34,188.75,201.77,240.29,16575,Arizona,La Paz,3091,186.48567
4013,153.9662176165807,166.2978238341967,178.9107772020723,192.8894300518139,206.5565803108808,221.6024352331608,263.9575129533679,4440232,Arizona,Maricopa,608930,137.13924
4015,152.6570967741935,161.918064516129,173.8087096774192,192.0503225806451,206.6367741935482,221.7612903225807,264.1703225806451,214176,Arizona,Mohave,42176,196.92216
4017,147.0430769230769,155.5315384615385,166.4438461538461,177.7407692307692,188.1615384615384,200.1723076923078,237.5876923076923,106762,Arizona,Navajo,46741,437.80557
4019,134.2288732394366,140.156338028169,149.8340845070422,159.0373239436621,170.5470422535213,179.8791549295776,209.8953521126763,1045175,Arizona,Pima,124265,118.89397
4021,134.2985714285714,143.3408571428571,154.3762857142857,166.7631428571429,181.6645714285713,193.9420000000001,231.3342857142858,429446,Arizona,Pinal,40119,93.420357
4023,125.57,127.54,134.14,141.21,152.46,160.08,185.23,47705,Arizona,Santa Cruz,11565,242.42741
4025,152.3891891891893,163.3659459459458,176.7686486486486,192.3397297297297,204.7232432432431,215.8600000000001,253.99,237216,Arizona,Yavapai,16745,70.589676
4027,142.28,152.66,164.26,176.3399999999999,188.75,201.77,240.29,204528,Arizona,Yuma,62144,303.84103
5001,130.9666666666667,133.03,136.1966666666667,139.7433333333333,143.2533333333334,147.37,160.49,17107,Arkansas,Arkansas,1978,115.62518
5003,127.27,128.39,130.76,133.66,138,142.11,153.93,18962,Arkansas,Ashley,1835,96.772491
5005,133.17,134.95,138.32,144.21,148.5433333333334,152.43,170.09,41687,Arkansas,Baxter,2229,53.469906
5007,134.93,142.21,151.7600000000001,162.2399999999999,169.98,175.9,202.67,286586,Arkansas,Benton,18733,65.366066
5009,131.71,134.03,137.39,144.28,149,152.55,171.5899999999999,37383,Arkansas,Boone,4050,108.33801
5011,127.27,128.39,130.76,133.66,138,142.11,153.93,10488,Arkansas,Bradley,1225,116.80016
5013,131.97,134.74,137.7,141.36,143.1,148,157.5,4738,Arkansas,Calhoun,37,7.8092022
5015,132.0027272727273,134.7736363636364,138.6963636363636,145.9127272727273,150.9072727272727,154.6727272727273,174.4154545454545,28242,Arkansas,Carroll,2536,89.795341
5017,127.27,128.39,130.76,133.66,138,142.11,153.93,10157,Arkansas,Chicot,3198,314.85675
5019,133.6554545454545,135.2145454545455,139.9254545454546,144.7036363636364,148.8981818181818,152.9581818181818,166.8054545454545,21387,Arkansas,Clark,1054,49.282276
5021,129.3699999999999,132.43,136.1199999999999,141.33,145.9,149.06,162.4,14528,Arkansas,Clay,2130,146.61343
5023,133.2826315789474,134.77,137.4831578947368,141.36,144.8621052631579,148.96,162.8978947368421,24696,Arkansas,Cleburne,2785,112.7713
5025,127.7685714285714,129.0271428571428,131.6485714285714,134.6385714285714,138.8828571428571,143.0371428571429,155.1028571428571,7550,Arkansas,Cleveland,1621,214.70198
5027,135.28,137.665,140.4075,145.245,147.33,152.8575,164.585,22742,Arkansas,Columbia,3449,151.65773
5029,131.456,133.6139999999999,136.5166666666667,140.2153333333333,143.826,147.8013333333333,160.8593333333333,20729,Arkansas,Conway,981,47.325005
5031,129.3699999999999,132.43,136.1199999999999,141.33,145.9,149.06,162.4,111603,Arkansas,Craighead,7674,68.761589
5033,129.62,132.86,136.47,143.1,148.12,150.61,168.07,60147,Arkansas,Crawford,3852,64.043091
5035,117.93,119.07,120.75,123.9,125.62,132.24,143.04,48086,Arkansas,Crittenden,8239,171.33885
5037,119.275,120.502,122.138,125.331,127.198,133.507,144.455,16796,Arkansas,Cross,2659,158.31151
5039,131.6175,133.81875,137.2525,141.0575,143.92625,148.475,159.76625,6442,Arkansas,Dallas,696,108.04098
5041,126.2322222222222,127.3544444444444,129.6477777777778,132.5755555555556,136.6244444444444,141.0133333333334,152.72,11320,Arkansas,Desha,1032,91.166077
5043,127.27,128.39,130.76,133.66,138,142.11,153.93,17314,Arkansas,Drew,1192,68.846024
5045,130.9925,133.0525,136.09875,139.6475,143.1375,147.21625,160.28375,123811,Arkansas,Faulkner,5465,44.139858
5047,131.8423076923077,135.4738461538462,139.4138461538462,146.1392307692307,151.5161538461538,154.4361538461539,171.7838461538462,17135,Arkansas,Franklin,1056,61.628246
5049,136.09,136.79,140.18,144.07,147.6300000000001,152.19,167.09,12057,Arkansas,Fulton,1275,105.7477
5051,134.49,135.2542857142858,140.9264285714285,146.3285714285715,152.1671428571429,155.6135714285714,172.4321428571428,100249,Arkansas,Garland,10534,105.07835
5053,130.5271428571428,132.4442857142857,135.0842857142857,138.5457142857143,142.1057142857143,146.0914285714286,158.8457142857143,18022,Arkansas,Grant,562,31.184109
5055,129.3699999999999,132.43,136.1199999999999,141.33,145.9,149.06,162.4,45864,Arkansas,Greene,2830,61.70417
5057,145.21,146.44,148.53,156.9,160.02,167.43,185.8399999999999,19981,Arkansas,Hempstead,924,46.243931
5059,133.9642857142857,134.9371428571429,139.905,145.0028571428572,150.4057142857143,153.8735714285714,169.9507142857142,33075,Arkansas,Hot Spring,4934,149.17612
5061,141.40375,142.37875,145.99875,153.37125,157.66125,163.5525,181.61,12755,Arkansas,Howard,1752,137.35789
5063,135.1772727272728,136.1227272727272,139.3845454545454,143.2136363636364,146.7500000000001,151.2018181818182,165.74,37936,Arkansas,Independence,6092,160.58626
5065,136.09,136.79,140.18,144.07,147.6300000000001,152.19,167.09,13597,Arkansas,Izard,480,35.301907
5067,129.48,131.8314285714285,135.01,139.1235714285714,142.8728571428572,146.805,159.8078571428571,16755,Arkansas,Jackson,851,50.79081
5069,129.7865,131.5049999999999,133.863,137.1925,140.905,144.8525,157.2865,66833,Arkansas,Jefferson,15478,231.59218
5071,136.6125,140.4808333333333,144.1275,150.3533333333333,156.1333333333333,159.5091666666667,174.7533333333334,25722,Arkansas,Johnson,1246,48.441025
5073,145.21,146.44,148.53,156.9,160.02,167.43,185.84,6299,Arkansas,Lafayette,534,84.77536
5075,129.765294117647,132.6864705882353,136.3588235294117,141.4911764705882,146.0017647058824,149.2441176470588,162.6758823529412,16212,Arkansas,Lawrence,3578,220.70071
5077,117.93,119.07,120.75,123.9,125.62,132.24,143.04,8528,Arkansas,Lee,2683,314.61069
5079,127.27,128.39,130.76,133.66,138,142.11,153.93,12889,Arkansas,Lincoln,3367,261.2305
5081,145.21,146.44,148.53,156.9,160.02,167.43,185.84,11975,Arkansas,Little River,4137,345.46973
5083,134.1114285714285,137.5514285714286,140.8471428571429,146.98,152.3657142857142,155.2671428571429,170.6757142857143,21103,Arkansas,Logan,575,27.247311
5085,130.9371428571429,133.0042857142857,136.3085714285714,139.8528571428571,143.3857142857143,147.5457142857143,160.7257142857142,74046,Arkansas,Lonoke,4403,59.463036
5087,134.5028571428572,140.8764285714286,149.0964285714286,158.7078571428571,165.8892857142857,171.2014285714286,195.8328571428572,16546,Arkansas,Madison,806,48.712681
5089,131.71,134.03,137.3899999999999,144.28,149,152.55,171.59,16877,Arkansas,Marion,519,30.751911
5091,145.21,146.44,148.53,156.9,160.02,167.43,185.84,42579,Arkansas,Miller,2440,57.305244
5093,120.6538095238095,122.2509523809524,124.4095238095238,128.05,130.4485714285714,136.2447619047619,147.6495238095238,40544,Arkansas,Mississippi,8827,217.71408
5095,126.6211111111111,128.3766666666667,131.0477777777778,134.4622222222222,137.3755555555556,142.3266666666667,154.6733333333333,6774,Arkansas,Monroe,272,40.153526
5097,135.06,135.61,141.78,147.49,153.73,157.09,174.56,8488,Arkansas,Montgomery,1104,130.06598
5099,140.3954545454546,142.1854545454546,144.5918181818182,151.2490909090909,153.8672727272727,160.3645454545455,175.5345454545455,8285,Arkansas,Nevada,2268,273.74774
5101,132.3521428571429,135.1171428571429,138.8978571428571,145.9635714285714,150.9664285714286,154.6614285714286,173.8842857142857,7193,Arkansas,Newton,2805,389.96246
5103,133.625,136.2025,139.05375,143.3025,145.215,150.42875,161.0425,22614,Arkansas,Ouachita,1395,61.68745
5105,132.46,134.8566666666667,137.7855555555556,141.8277777777778,145.78,149.6277777777778,162.8211111111112,10000,Arkansas,Perry,230,23
5107,118.7853333333334,119.9886666666666,121.832,125.0073333333334,126.8573333333333,133.3306666666667,144.3133333333333,16443,Arkansas,Phillips,2382,144.86407
5109,135.9827272727273,136.5945454545455,142.3936363636363,148.3454545454546,154.3018181818182,158.03,175.5854545454545,10172,Arkansas,Pike,394,38.73378
5111,124.6033333333334,126.8633333333333,129.7158333333333,134.0675,137.45,142.0516666666666,154.3333333333333,22952,Arkansas,Poinsett,3780,164.69153
5113,136.32875,136.96375,142.62375,148.66625,154.51625,158.3825,175.97,19187,Arkansas,Polk,1236,64.418617
5115,135.91875,139.1625,142.39375,148.01625,153.31,156.71375,171.1887500000001,63403,Arkansas,Pope,5198,81.983505
5117,130.9666666666667,133.03,136.1966666666667,139.7433333333333,143.2533333333334,147.37,160.49,8246,Arkansas,Prairie,664,80.523888
5119,134.8,137.1590909090909,140.2858181818182,142.9805454545454,146.4323636363636,150.4272727272728,162.9352727272727,399246,Arkansas,Pulaski,34532,86.493042
5121,129.8869230769231,132.7653846153846,136.4323076923077,141.5407692307692,146.0330769230769,149.3007692307692,162.7607692307693,18590,Arkansas,Randolph,3558,191.39322
5125,132.27,134.33,137.90875,141.3425,145.045625,149.154375,162.47375,123815,Arkansas,Saline,5689,45.947582
5127,132.8444444444445,135.9022222222222,139.6133333333333,145.8511111111111,151.22,154.0466666666667,170.3111111111111,9828,Arkansas,Scott,293,29.81278
5129,132.0946666666667,134.4993333333333,137.8393333333333,144.654,149.4366666666667,152.964,171.6593333333334,7842,Arkansas,Searcy,253,32.262177
5131,129.6199999999999,132.8600000000001,136.4699999999999,143.0999999999999,148.1199999999999,150.6100000000001,168.0700000000001,127800,Arkansas,Sebastian,12644,98.935837
5133,145.21,146.44,148.53,156.9,160.02,167.43,185.84,15779,Arkansas,Sevier,2901,183.85196
5135,134.0223076923077,135.4484615384615,138.9307692307693,143.226923076923,147.0976923076923,151.2269230769231,165.6469230769231,17319,Arkansas,Sharp,2084,120.33028
5123,118.7853333333334,119.9886666666666,121.832,125.0073333333334,126.8573333333333,133.3306666666667,144.3133333333333,23013,Arkansas,St. Francis,1592,69.178291
5137,133.48,135.0244444444444,138.4083333333333,143.2211111111111,147.1655555555556,151.3072222222222,167.215,12350,Arkansas,Stone,2295,185.82996
5139,131.97,134.74,137.7,141.36,143.1,148,157.5,38926,Arkansas,Union,7480,192.15948
5141,131.0964285714286,133.2185714285714,136.5642857142857,140.825,144.6171428571429,148.6557142857143,163.1042857142857,15801,Arkansas,Van Buren,735,46.516045
5143,134.5507142857142,141.5421428571429,150.6678571428572,160.8728571428571,168.4185714285714,174.0935714285714,200.1985714285715,246756,Arkansas,Washington,21661,87.783073
5145,131.3122727272728,133.2990909090908,135.9504545454546,139.5218181818182,142.9468181818182,146.9181818181818,159.89,76851,Arkansas,White,5006,65.139038
5147,128.5963636363636,130.4918181818182,133.3881818181818,136.8627272727273,140.0472727272728,144.6190909090909,157.3172727272727,6228,Arkansas,Woodruff,46,7.3859987
5149,136.4385714285714,139.8964285714285,143.0721428571429,148.735,154.2071428571428,157.4521428571429,171.555,20214,Arkansas,Yell,4832,239.04225
6001,181.0078571428571,201.5565714285713,215.0455714285713,231.857,237.1874285714286,237.7188571428569,260.1394285714284,1680380,California,Alameda,75187,44.744045
6003,151.055,164.96,179.56,193.105,201.58,210.035,244.48,1204,California,Alpine,0,0
6005,162.84,176.27,190.81,202.54,210.58,216.8499999999999,248.18,40532,California,Amador,2343,57.806179
6007,156.06,168.6199999999999,181.7199999999999,193.96,211.2299999999999,217.39,245.5500000000001,210135,California,Butte,7094,33.759251
6009,147.8200000000001,163.5,180.66,196.0900000000001,206.17,215.1300000000001,251.9899999999999,45346,California,Calaveras,2172,47.89838
6011,156.6763636363636,169.3154545454545,182.5463636363636,194.74,211.170909090909,217.340909090909,245.7890909090909,21858,California,Colusa,955,43.691097
6013,169.220357142857,187.7066071428571,201.1510714285714,217.0828571428571,222.0967857142856,224.5185714285713,250.4248214285712,1165986,California,Contra Costa,40409,34.656506
6015,178.41,190.78,205.66,215.28,222.62,234.12,265.07,27601,California,Del Norte,154,5.5795078
6017,160.2975,173.0517857142858,186.9417857142858,198.4535714285714,205.9139285714286,212.2139285714286,243.6110714285714,191220,California,El Dorado,700,3.6607049
6019,165.1879000000002,175.2948000000002,189.4636,202.9786000000002,212.653,222.0862000000002,255.6969000000001,1009503,California,Fresno,66630,66.002777
6021,156.06,168.62,181.72,193.96,211.23,217.3899999999999,245.55,28896,California,Glenn,811,28.066168
6023,178.4099999999999,190.7799999999999,205.6599999999999,215.28,222.62,234.12,265.0699999999998,136261,California,Humboldt,1538,11.287162
6025,165.91,176.8800000000001,190.0100000000001,204.1100000000001,216.9699999999999,229.44,269.02,179595,California,Imperial,56509,314.64685
6027,169.2576923076923,183.9276923076923,202.0115384615385,219.8638461538461,229.64,241.3407692307693,285.5576923076924,19001,California,Inyo,2197,115.6255
6029,165.3004477611939,174.7297014925374,186.2856716417909,197.9646268656717,207.0634328358208,217.9156716417911,252.5288059701491,905828,California,Kern,62450,68.942451
6031,158.35,168.6561538461538,180.34,190.6638461538462,199.2584615384615,209.0307692307693,239.753076923077,152790,California,Kings,14307,93.638329
6033,159.51,173.49,186.92,201.8699999999999,203.08,204.7800000000001,222.77,68195,California,Lake,1970,28.887749
6035,156.148125,167.24125,178.986875,190.4631249999999,198.285625,206.29,237.7987499999999,32317,California,Lassen,238,7.3645449
6037,219.5308097165997,237.3746963562757,253.5634615384612,272.0469838056687,281.9260931174088,288.7797570850187,318.6873481781378,9992236,California,Los Angeles,1331978,133.3013
6039,158.4052631578948,168.3236842105264,180.8136842105264,194.2078947368421,203.2284210526315,211.1326315789473,242.2926315789473,156343,California,Madera,11722,74.976173
6041,162.92,178,186.29,199.5299999999999,200.2799999999999,198.1000000000001,213.33,261282,California,Marin,19948,76.346626
6043,152.0823076923077,164.4669230769231,177.4846153846154,191.2238461538462,199.8584615384616,207.67,241.4084615384615,17118,California,Mariposa,445,25.996027
6045,162.0300000000001,175.7953333333333,189.4186666666667,203.658,205.6853333333333,208.692,228.4100000000002,91361,California,Mendocino,3037,33.241756
6047,152.0200000000001,164.4322222222223,177.4577777777779,191.2011111111111,199.8322222222222,207.6444444444443,241.4144444444444,281814,California,Merced,24119,85.584816
6049,157.5933333333333,167.88,179.3966666666667,190.73,199.2933333333334,207.34,238.4433333333333,8663,California,Modoc,2,.23086691
6051,162.2325,176.47,193.46,210.1675,218.98,229.66,270.465,13226,California,Mono,464,35.082413
6053,150.2315789473685,164.1894736842106,175.1044736842104,185.1931578947368,193.2760526315789,198.8515789473685,224.6707894736844,438390,California,Monterey,15445,35.231186
6055,166.23,182.9575,195.67,210.13875,213.71125,215.9625,241.18875,137485,California,Napa,2818,20.496782
6057,156.4023529411764,168.7005882352941,181.7223529411765,193.5364705882353,205.8823529411765,212.2670588235294,242.0358823529411,102249,California,Nevada,1854,18.132206
6059,206.9990476190477,220.0809523809524,231.8628571428572,243.959319727891,250.132517006803,256.0107482993198,282.2430612244901,3185516,California,Orange,225712,70.855713
